example_id,category,source_method,map,map_family,agents,seed,budget_ms,blend_to_g556,weight,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g561_hn_ft_00164,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-40x40-b-v1,random,24,561000831,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00165,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7320,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00166,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,48,561000217,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00167,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v1,tunnel,16,561000035,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00168,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,16,561000035,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00169,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v0,tree,80,561001176,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00170,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561000257,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00171,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561000857,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00172,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-random-32x32-a-v0,random,80,561001298,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00173,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561000127,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00174,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-40x40-b-v1,random,64,561000437,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00175,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561000957,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00176,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561000373,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00177,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561000227,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00178,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7437,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00179,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,48,561000298,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00180,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7488,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00181,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7128,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00182,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7272,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00183,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7413,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00184,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,16,561001293,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00185,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,16,561001293,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00186,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7413,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00187,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,24,561001148,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00188,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00189,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,48,561000947,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00190,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000519,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00191,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v0,tree,80,561001030,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00192,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561000809,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00193,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000373,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00194,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v0,tree,80,561001322,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00195,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,32,561000037,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00196,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v0,tree,80,561000154,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00197,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,80,561000811,8000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00198,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-tree-56x40-a-v1,tree,32,561001205,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00199,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561001148,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00200,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000298,3000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00201,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,64,561000664,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00202,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,24,561000912,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00203,large_positive_quality_delta,F6_full_goal_aware_dual_channel_actor,g561-loop-56x56-a-v0,loop,64,561000956,5000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00204,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,32,561000621,2000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00205,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,g561-loop-56x56-a-v0,loop,24,561000328,1500,0.75,2.0,False,False,False,False,False
g561_hn_ft_00206,large_positive_quality_delta,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7488,1000,0.75,2.0,False,False,False,False,False
g561_hn_ft_00207,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561000711,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00208,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561000711,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00209,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561000273,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00210,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561000127,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00211,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561000273,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00212,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561001003,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00213,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561001149,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00214,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561001003,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00215,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561001295,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00216,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,12,561000521,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00217,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,12,561000813,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00218,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000813,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00219,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,32,561001295,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00220,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,12,561000375,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00221,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000375,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00222,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-empty-8x8-v1,empty,12,561000959,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00223,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000959,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00224,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561001105,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00225,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,32,561001149,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00226,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-empty-8x8-v1,empty,12,561000521,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00227,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,48,561000363,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00228,worst_map_family,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7317,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00229,worst_map_family,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7653,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00230,worst_map_family,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7317,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00231,worst_map_family,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7653,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00232,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,48,561000509,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00233,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,48,561000509,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00234,worst_map_family,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7557,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00235,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,48,561000363,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00236,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-random-24x24-a-v1,random,48,561000801,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00237,worst_map_family,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7725,8000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00238,worst_map_family,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7005,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00239,worst_map_family,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7245,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00240,worst_map_family,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7557,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00241,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-random-32x32-a-v0,random,80,561000276,8000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00242,worst_map_family,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7077,8000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00243,worst_map_family,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7005,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00244,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-random-32x32-a-v0,random,80,561000568,8000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00245,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-random-24x24-a-v1,random,48,561000071,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00246,worst_map_family,F6_full_goal_aware_dual_channel_actor,random-32-32-20,random,256,7365,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00247,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7536,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00248,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7656,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00249,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7536,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00250,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7056,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00251,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7656,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00252,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7056,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00253,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7176,2000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00254,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7248,1000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00255,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7248,1000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00256,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7320,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00257,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7392,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00258,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7296,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00259,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7392,750,0.6,1.5,False,False,False,False,False
g561_hn_ft_00260,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7680,8000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00261,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7080,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00262,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7320,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00263,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7488,1000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00264,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7128,5000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00265,worst_map_family,F6_full_goal_aware_dual_channel_actor,room-32-32-4,room,64,7272,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00266,worst_map_family,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7488,1000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00267,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000152,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00268,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,48,561000152,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00269,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000882,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00270,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561001101,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00271,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561000079,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00272,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000444,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00273,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v1,tunnel,16,561000035,1000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00274,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,16,561000035,1000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00275,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,48,561000298,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00276,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561000809,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00277,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000298,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00278,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561000225,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00279,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,48,561001320,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00280,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,48,561000736,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00281,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v1,tunnel,48,561001393,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00282,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,48,561000444,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00283,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v1,tunnel,48,561000079,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00284,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v1,tunnel,48,561000663,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00285,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-tunnel-64x32-a-v0,tunnel,8,561001072,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00286,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,8,561001072,500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00287,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561000841,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00288,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,48,561000914,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00289,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561001133,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00290,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561001294,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00291,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,24,561000199,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00292,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,48,561001133,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00293,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,48,561000841,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00294,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561000418,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00295,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,24,561000418,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00296,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00297,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561000272,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00298,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561000111,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00299,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,24,561000564,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00300,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,48,561000257,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00301,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,24,561001148,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00302,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00303,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v0,irregular_bottleneck,24,561001148,1500,0.6,1.5,False,False,False,False,False
g561_hn_ft_00304,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,48,561001206,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00305,worst_map_family,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,48,561000768,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00306,worst_map_family,F6_full_goal_aware_dual_channel_actor,g561-string-64x32-a-v1,irregular_bottleneck,48,561000111,3000,0.6,1.5,False,False,False,False,False
g561_hn_ft_00307,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7512,3000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00308,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7272,3000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00309,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7200,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00310,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7248,1000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00311,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7845,500,0.5,1.0,False,False,False,False,False
g561_hn_ft_00312,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7125,1000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00313,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7488,1000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00314,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7680,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00315,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7173,3000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00316,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7080,1500,0.5,1.0,False,False,False,False,False
g561_hn_ft_00317,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v0,tree,80,561001030,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00318,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561001395,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00319,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7917,5000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00320,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000811,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00321,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7128,5000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00322,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-tunnel-64x32-a-v0,tunnel,16,561000984,1000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00323,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00324,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7605,5000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00325,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-string-64x32-a-v1,irregular_bottleneck,8,561000447,500,0.5,1.0,False,False,False,False,False
g561_hn_ft_00326,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000957,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00327,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,g561-tree-56x40-a-v1,tree,80,561000665,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00328,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,random-32-32-20,random,256,7653,750,0.5,1.0,False,False,False,False,False
g561_hn_ft_00329,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7440,8000,0.5,1.0,False,False,False,False,False
g561_hn_ft_00330,actor_outputs_far_from_support,F7_full_goal_aware_actor_training_critic,room-32-32-4,room,64,7560,1500,0.5,1.0,False,False,False,False,False
